name,type,district,lat,lon,indoor,noise,romantic,budget_level,walk_score,alcohol_available,extrovert_friendly,tags,address,phone
스몰 스파이시 올리브,restaurant,강서구,37.58955848777953,127.04683381762368,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 마곡동 799-11 b동 111호,
무드무드,restaurant,강서구,37.45161363047503,126.95111405020533,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 강서구 마곡동 797-10 2층 201호 무드무드,
고릴라쉐프 마곡점,restaurant,강서구,37.55476784466264,126.9067329204921,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 강서구 마곡동 773-2 마곡지엠지타워 2층 209호,
마곡 와인오픈,restaurant,강서구,37.41283667202036,126.97025081200758,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 마곡동 773-1 1층 111호,
아우어루꼴라,restaurant,강서구,37.562520698517616,126.94068525425912,1,3,3,2,3,no,yes,음식점>피자,서울특별시 강서구 마곡동 773-1 1층 113호,
마가렛 Marguerite,restaurant,강서구,37.40504494710415,127.08377220595887,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 강서구 마곡동 773-1 1층 115호 마곡역센트럴푸르지오시티,
레피큐르,restaurant,강서구,37.418820910881074,126.95663704713016,1,3,3,2,3,no,yes,음식점>프랑스음식,서울특별시 강서구 마곡동 797-1 퀸즈파크9 A동 205호,
프렌치코코,restaurant,강서구,37.52571623339072,126.90644177832975,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 강서구 마곡동 776-4 엠코지니어스타 B동 1층 110호,
엔젤링네일,restaurant,강서구,37.40713155079261,127.01067519656907,1,3,3,2,3,no,yes,"미용>네일아트,네일샵",서울특별시 강서구 화곡동 1075-37 2층 엔젤링네일,
프렌치메종 홈플러스 강서점,restaurant,강서구,37.578749411345584,127.07579657980457,1,3,3,2,3,no,yes,"쇼핑,유통>이불,담요",서울특별시 강서구 등촌동 639-11,
맛있는스페인,restaurant,강서구,37.415212417025224,127.05189114855305,1,3,3,2,3,no,yes,음식점>스페인음식,서울특별시 강서구 마곡동 798-6 류마타워2 제1층 제117호,
올드바인,restaurant,강서구,37.430581805941394,126.95697277201685,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 공항동 34-9 2층,
대교 랭귀지 스퀘어 평생교육원 마곡점,restaurant,강서구,37.42507635190963,127.01716486333196,1,3,3,2,3,no,yes,어학교육,서울특별시 강서구 마곡동 774-3 311호,
차이홍중국어 강서교육국,restaurant,강서구,37.56505678277008,127.09296471551717,1,3,3,2,3,no,yes,어학교육>중국어교육,서울특별시 강서구 마곡동 774-3 310호,
유럽스케치,restaurant,강서구,37.54927050279253,127.09358038417511,1,3,3,2,3,no,yes,"서비스,산업>여행사",서울특별시 강서구 염창동 261-4 12층,
규카츠정 마곡점,restaurant,강서구,37.417117862141176,126.90237719029379,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 강서구 마곡동 774-4 마곡센트럴타워1차 1층 114호,
스시이안앤 발산역점,restaurant,강서구,37.49045905713972,126.9638855477678,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤",서울특별시 강서구 등촌동 678-13 1층 102호,
멘츠루 마곡점,restaurant,강서구,37.43749715553689,127.06463862550744,1,3,3,2,3,no,yes,음식점>일식>일본식라면,"서울특별시 강서구 마곡동 796-5 104호, 105호",
샤브올데이 서울화곡점,restaurant,강서구,37.53648142045427,127.05029778396344,1,3,3,2,3,no,yes,음식점>일식>샤브샤브,서울특별시 강서구 화곡동 1070 2층,
마츠노하나 원그로브점,restaurant,강서구,37.582328242149174,126.98710248049721,1,3,3,2,3,no,yes,음식점>일식>덮밥,서울특별시 강서구 마곡동 769 지하1층 EB118호,
소곤면옥 양천향교본점,restaurant,강서구,37.446768519048064,126.97935440786482,1,3,3,2,3,no,yes,한식>냉면,서울특별시 강서구 마곡동 14-20,
봉혜자네주방 원그로브점,restaurant,강서구,37.5000802508521,127.05428166562989,1,3,3,2,3,no,yes,음식점>한식,서울특별시 강서구 마곡동 769 A동 1층 E107(일부)호,
솥내음 마곡 발산역점,restaurant,강서구,37.400123376761684,127.00956116442433,1,3,3,2,3,no,yes,음식점>한식,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 A동 1층 103호,
돈구멍 마곡본점,restaurant,강서구,37.58163522558963,127.03972697477703,1,3,3,2,3,no,yes,"한식>육류,고기요리",서울특별시 강서구 마곡동 796-3 마곡사이언스타워 2층스타벅스옆/201호 돈구멍 마곡본점,
100년장어촌 마곡본가,restaurant,강서구,37.47763020208233,126.94568756217046,1,3,3,2,3,no,yes,"한식>장어,먹장어요리","서울특별시 강서구 마곡동 774-8 장흥빌딩 102, 103호",
고드니 마곡,cafe,강서구,37.50206736277632,127.0096025478096,1,2,3,2,3,no,no,"음식점>카페,디저트","서울특별시 강서구 마곡동 760-2 캐슬파크 2층 220, 230호",
모먼트 인,cafe,강서구,37.5908448846777,127.07571429762137,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 등촌동 642-7 1층 101호,
소카크,cafe,강서구,37.44013607242475,126.95862728156453,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 마곡동 797-6 1층 103호,
타르데마베이커리 우장산,cafe,강서구,37.51054930179211,127.07623906688706,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 강서구 내발산동 702-22,
타르데마베이커리 방화본점,cafe,강서구,37.54451906748304,126.93013608314058,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 강서구 마곡동 1238 1층,
파드레,cafe,강서구,37.561397676353046,127.03398854712599,1,2,3,2,3,no,no,"카페,디저트>베이커리","서울특별시 강서구 등촌동 682-2 1층 103호, 104호",
